movie_id,recall_score,rank_no,rating_count,avg_rating,updated_at
3000,5.501532,85,9564,4.096,2026-06-28 08:29:57.163683
1230,5.499588,86,15383,4.081,2026-06-28 08:29:57.163683
1206,5.498847,87,24694,3.995,2026-06-28 08:29:57.163683
3147,5.498250,88,21080,3.983,2026-06-28 08:29:57.163683
1178,5.497867,89,3568,4.233,2026-06-28 08:29:57.163683
1276,5.494191,90,11353,4.110,2026-06-28 08:29:57.163683
4011,5.492500,91,17617,4.042,2026-06-28 08:29:57.163683
1284,5.492350,92,5529,4.207,2026-06-28 08:29:57.163683
926,5.486203,93,4826,4.204,2026-06-28 08:29:57.163683
910,5.479170,94,10922,4.083,2026-06-28 08:29:57.163683
930,5.474384,95,4932,4.198,2026-06-28 08:29:57.163683
898,5.473938,96,6583,4.171,2026-06-28 08:29:57.163683
5971,5.473476,97,5489,4.149,2026-06-28 08:29:57.163683
4878,5.473255,98,18731,4.016,2026-06-28 08:29:57.163683
60069,5.472962,99,12176,4.039,2026-06-28 08:29:57.163683
1304,5.470590,100,15558,4.054,2026-06-28 08:29:57.163683
1267,5.469739,101,8988,4.129,2026-06-28 08:29:57.163683
1259,5.469540,102,20804,3.999,2026-06-28 08:29:57.163683
5995,5.467038,103,10515,4.054,2026-06-28 08:29:57.163683
924,5.466889,104,25253,3.956,2026-06-28 08:29:57.163683
1217,5.466082,105,4824,4.174,2026-06-28 08:29:57.163683
899,5.465657,106,10219,4.081,2026-06-28 08:29:57.163683
919,5.464750,107,23445,3.982,2026-06-28 08:29:57.163683
3030,5.464568,108,3559,4.212,2026-06-28 08:29:57.163683
1945,5.460449,109,5644,4.164,2026-06-28 08:29:57.163683
48780,5.458514,110,11269,4.042,2026-06-28 08:29:57.163683
1260,5.458500,111,4232,4.193,2026-06-28 08:29:57.163683
3949,5.457249,112,14515,4.034,2026-06-28 08:29:57.163683
1036,5.455754,113,30399,3.934,2026-06-28 08:29:57.163683
969,5.455047,114,10526,4.102,2026-06-28 08:29:57.163683
1228,5.454138,115,9711,4.083,2026-06-28 08:29:57.163683
1248,5.451304,116,4718,4.183,2026-06-28 08:29:57.163683
32,5.451223,117,44980,3.898,2026-06-28 08:29:57.163683
1254,5.449864,118,5155,4.161,2026-06-28 08:29:57.163683
2692,5.444938,119,17029,4.025,2026-06-28 08:29:57.163683
1080,5.444457,120,20557,3.981,2026-06-28 08:29:57.163683
33794,5.441562,121,18686,3.971,2026-06-28 08:29:57.163683
5291,5.441191,122,3712,4.177,2026-06-28 08:29:57.163683
48394,5.439161,123,11399,4.038,2026-06-28 08:29:57.163683
2186,5.438986,124,5154,4.159,2026-06-28 08:29:57.163683
1288,5.438305,125,16054,4.032,2026-06-28 08:29:57.163683
1199,5.436608,126,13957,4.030,2026-06-28 08:29:57.163683
27773,5.434316,127,6207,4.091,2026-06-28 08:29:57.163683
150,5.433156,128,47777,3.869,2026-06-28 08:29:57.163683
2997,5.432317,129,27160,3.953,2026-06-28 08:29:57.163683
1240,5.432009,130,33429,3.896,2026-06-28 08:29:57.163683
1209,5.430002,131,4407,4.129,2026-06-28 08:29:57.163683
68954,5.428168,132,9264,4.038,2026-06-28 08:29:57.163683
68157,5.427591,133,9447,4.020,2026-06-28 08:29:57.163683
2502,5.426328,134,20328,3.985,2026-06-28 08:29:57.163683
905,5.424115,135,4184,4.170,2026-06-28 08:29:57.163683
306,5.423971,136,7252,4.090,2026-06-28 08:29:57.163683
2542,5.422514,137,15325,3.989,2026-06-28 08:29:57.163683
17,5.419776,138,20667,3.969,2026-06-28 08:29:57.163683
1278,5.417501,139,15087,3.997,2026-06-28 08:29:57.163683
1732,5.417479,140,20725,3.945,2026-06-28 08:29:57.163683
31658,5.416000,141,5607,4.066,2026-06-28 08:29:57.163683
3462,5.414766,142,3732,4.143,2026-06-28 08:29:57.163683
2918,5.413784,143,23317,3.944,2026-06-28 08:29:57.163683
1266,5.412060,144,14151,3.988,2026-06-28 08:29:57.163683
2804,5.406420,145,12934,4.031,2026-06-28 08:29:57.163683
1244,5.404106,146,8066,4.071,2026-06-28 08:29:57.163683
1358,5.401814,147,13451,4.015,2026-06-28 08:29:57.163683
1256,5.400198,148,5569,4.130,2026-06-28 08:29:57.163683
1299,5.400126,149,7150,4.090,2026-06-28 08:29:57.163683
916,5.398959,150,5961,4.082,2026-06-28 08:29:57.163683
4995,5.398488,151,21931,3.920,2026-06-28 08:29:57.163683
3307,5.396506,152,2593,4.174,2026-06-28 08:29:57.163683
55820,5.394981,153,10248,3.994,2026-06-28 08:29:57.163683
950,5.394267,154,3358,4.184,2026-06-28 08:29:57.163683
246,5.393907,155,10432,4.043,2026-06-28 08:29:57.163683
4306,5.393386,156,31972,3.844,2026-06-28 08:29:57.163683
928,5.392620,157,4652,4.116,2026-06-28 08:29:57.163683
4886,5.391235,158,23657,3.879,2026-06-28 08:29:57.163683
92259,5.390508,159,2738,4.132,2026-06-28 08:29:57.163683
1246,5.388264,160,20538,3.894,2026-06-28 08:29:57.163683
6874,5.388201,161,21746,3.901,2026-06-28 08:29:57.163683
6377,5.388169,162,23569,3.886,2026-06-28 08:29:57.163683
1223,5.386943,163,7781,4.067,2026-06-28 08:29:57.163683
8961,5.386845,164,19890,3.909,2026-06-28 08:29:57.163683
30749,5.386175,165,8416,4.040,2026-06-28 08:29:57.163683
1265,5.384417,166,32026,3.868,2026-06-28 08:29:57.163683
951,5.384371,167,3902,4.153,2026-06-28 08:29:57.163683
3089,5.383035,168,3186,4.144,2026-06-28 08:29:57.163683
1147,5.381605,169,3737,4.158,2026-06-28 08:29:57.163683
1961,5.381238,170,24591,3.899,2026-06-28 08:29:57.163683
36,5.381195,171,20809,3.943,2026-06-28 08:29:57.163683
1280,5.378234,172,3253,4.144,2026-06-28 08:29:57.163683
3996,5.378096,173,25090,3.903,2026-06-28 08:29:57.163683
1237,5.377564,174,4142,4.103,2026-06-28 08:29:57.163683
1263,5.374454,175,10572,3.987,2026-06-28 08:29:57.163683
1272,5.372824,176,8157,4.044,2026-06-28 08:29:57.163683
6539,5.372734,177,25257,3.857,2026-06-28 08:29:57.163683
800,5.369742,178,7196,4.075,2026-06-28 08:29:57.163683
3468,5.369578,179,3955,4.125,2026-06-28 08:29:57.163683
78499,5.364842,180,5781,4.013,2026-06-28 08:29:57.163683
1224,5.364528,181,4656,4.121,2026-06-28 08:29:57.163683
1283,5.364215,182,4941,4.075,2026-06-28 08:29:57.163683
1242,5.363167,183,12266,3.975,2026-06-28 08:29:57.163683
1269,5.362878,184,6894,4.054,2026-06-28 08:29:57.163683
5418,5.362432,185,20091,3.901,2026-06-28 08:29:57.163683
364,5.360108,186,38991,3.779,2026-06-28 08:29:57.163683
58,5.358789,187,11549,3.978,2026-06-28 08:29:57.163683
44191,5.356550,188,14356,3.927,2026-06-28 08:29:57.163683
3114,5.354163,189,22770,3.842,2026-06-28 08:29:57.163683
4262,5.352972,190,10494,3.943,2026-06-28 08:29:57.163683
2731,5.352539,191,2851,4.136,2026-06-28 08:29:57.163683
1090,5.352203,192,15808,3.920,2026-06-28 08:29:57.163683
1293,5.351336,193,10028,3.994,2026-06-28 08:29:57.163683
1131,5.351201,194,3247,4.139,2026-06-28 08:29:57.163683
5782,5.350844,195,4495,4.102,2026-06-28 08:29:57.163683
909,5.349675,196,5125,4.046,2026-06-28 08:29:57.163683
54286,5.349338,197,10798,3.973,2026-06-28 08:29:57.163683
3022,5.347490,198,2224,4.163,2026-06-28 08:29:57.163683
1086,5.343617,199,5581,4.044,2026-06-28 08:29:57.163683
1041,5.342894,200,5625,4.058,2026-06-28 08:29:57.163683
7099,5.342350,201,3334,4.092,2026-06-28 08:29:57.163683
6,5.340645,202,23899,3.835,2026-06-28 08:29:57.163683
1281,5.340306,203,3811,4.067,2026-06-28 08:29:57.163683
232,5.336147,204,6150,4.036,2026-06-28 08:29:57.163683
99114,5.335943,205,4328,4.038,2026-06-28 08:29:57.163683
59315,5.329813,206,11944,3.913,2026-06-28 08:29:57.163683
1235,5.329795,207,8066,4.000,2026-06-28 08:29:57.163683
2859,5.329418,208,2192,4.129,2026-06-28 08:29:57.163683
7438,5.328665,209,18684,3.869,2026-06-28 08:29:57.163683
4027,5.328375,210,19459,3.891,2026-06-28 08:29:57.163683
81845,5.328317,211,5629,4.022,2026-06-28 08:29:57.163683
3730,5.325259,212,3856,4.089,2026-06-28 08:29:57.163683
954,5.324936,213,5712,4.033,2026-06-28 08:29:57.163683
2203,5.324301,214,2199,4.160,2026-06-28 08:29:57.163683
223,5.322986,215,23695,3.870,2026-06-28 08:29:57.163683
911,5.321236,216,4062,4.070,2026-06-28 08:29:57.163683
5989,5.321230,217,18002,3.848,2026-06-28 08:29:57.163683
1682,5.320660,218,24372,3.803,2026-06-28 08:29:57.163683
6350,5.319650,219,3537,4.062,2026-06-28 08:29:57.163683
34405,5.319237,220,7716,3.993,2026-06-28 08:29:57.163683
3362,5.316013,221,7045,3.984,2026-06-28 08:29:57.163683
1610,5.315614,222,21349,3.863,2026-06-28 08:29:57.163683
2194,5.315280,223,15442,3.885,2026-06-28 08:29:57.163683
1953,5.314175,224,8571,3.961,2026-06-28 08:29:57.163683
1104,5.314049,225,6372,4.008,2026-06-28 08:29:57.163683
4235,5.313046,226,5511,4.017,2026-06-28 08:29:57.163683
63082,5.312216,227,9208,3.950,2026-06-28 08:29:57.163683
955,5.311457,228,4427,4.061,2026-06-28 08:29:57.163683
3504,5.311237,229,5206,4.022,2026-06-28 08:29:57.163683
5008,5.310832,230,1620,4.147,2026-06-28 08:29:57.163683
46578,5.310319,231,11878,3.922,2026-06-28 08:29:57.163683
1189,5.309952,232,2700,4.129,2026-06-28 08:29:57.163683
5690,5.308433,233,3198,4.090,2026-06-28 08:29:57.163683
307,5.307885,234,6676,3.993,2026-06-28 08:29:57.163683
3196,5.307082,235,2829,4.106,2026-06-28 08:29:57.163683
1952,5.305642,236,6302,4.001,2026-06-28 08:29:57.163683
64614,5.304856,237,6379,3.979,2026-06-28 08:29:57.163683
1950,5.304551,238,3449,4.074,2026-06-28 08:29:57.163683
66934,5.304516,239,3108,4.068,2026-06-28 08:29:57.163683
68358,5.303647,240,7690,3.964,2026-06-28 08:29:57.163683
76093,5.302084,241,4761,4.000,2026-06-28 08:29:57.163683
91529,5.301936,242,4770,4.000,2026-06-28 08:29:57.163683
2360,5.301216,243,2292,4.123,2026-06-28 08:29:57.163683
942,5.300790,244,2641,4.111,2026-06-28 08:29:57.163683
6787,5.299523,245,4390,4.039,2026-06-28 08:29:57.163683
68237,5.299459,246,4867,4.021,2026-06-28 08:29:57.163683
1307,5.297811,247,21888,3.843,2026-06-28 08:29:57.163683
2357,5.297516,248,2390,4.102,2026-06-28 08:29:57.163683
1387,5.297080,249,22168,3.805,2026-06-28 08:29:57.163683
3683,5.295682,250,5053,4.033,2026-06-28 08:29:57.163683
2010,5.295188,251,5437,3.991,2026-06-28 08:29:57.163683
32587,5.294488,252,15481,3.874,2026-06-28 08:29:57.163683
8874,5.294294,253,11651,3.905,2026-06-28 08:29:57.163683
162,5.293926,254,5995,4.010,2026-06-28 08:29:57.163683
3897,5.293704,255,18434,3.855,2026-06-28 08:29:57.163683
1968,5.293627,256,21158,3.829,2026-06-28 08:29:57.163683
265,5.291266,257,11975,3.927,2026-06-28 08:29:57.163683
933,5.289840,258,4699,4.029,2026-06-28 08:29:57.163683
590,5.288857,259,44208,3.728,2026-06-28 08:29:57.163683
31410,5.288555,260,3998,4.022,2026-06-28 08:29:57.163683
1132,5.288017,261,3060,4.083,2026-06-28 08:29:57.163683
1175,5.287754,262,7059,3.984,2026-06-28 08:29:57.163683
741,5.286601,263,7072,3.945,2026-06-28 08:29:57.163683
7156,5.286304,264,2589,4.104,2026-06-28 08:29:57.163683
1292,5.285675,265,6355,3.986,2026-06-28 08:29:57.163683
1949,5.285629,266,2123,4.133,2026-06-28 08:29:57.163683
89745,5.284890,267,4959,3.949,2026-06-28 08:29:57.163683
1251,5.284698,268,3096,4.050,2026-06-28 08:29:57.163683
3134,5.284193,269,1594,4.151,2026-06-28 08:29:57.163683
3429,5.283562,270,2585,4.121,2026-06-28 08:29:57.163683
475,5.282962,271,9083,3.925,2026-06-28 08:29:57.163683
2396,5.280695,272,24521,3.836,2026-06-28 08:29:57.163683
5060,5.280572,273,12528,3.908,2026-06-28 08:29:57.163683
1394,5.279760,274,15483,3.886,2026-06-28 08:29:57.163683
1079,5.276894,275,19674,3.850,2026-06-28 08:29:57.163683
1218,5.276572,276,2839,4.067,2026-06-28 08:29:57.163683
1097,5.276139,277,32685,3.755,2026-06-28 08:29:57.163683
29,5.275597,278,8520,3.952,2026-06-28 08:29:57.163683
497,5.275248,279,14214,3.894,2026-06-28 08:29:57.163683
4963,5.273683,280,23769,3.792,2026-06-28 08:29:57.163683
3006,5.272775,281,8802,3.931,2026-06-28 08:29:57.163683
2289,5.271929,282,7846,3.953,2026-06-28 08:29:57.163683
3275,5.271877,283,8027,3.947,2026-06-28 08:29:57.163683
1231,5.269538,284,7902,3.947,2026-06-28 08:29:57.163683
1245,5.269342,285,6060,3.978,2026-06-28 08:29:57.163683
2132,5.268712,286,3083,4.052,2026-06-28 08:29:57.163683
994,5.268191,287,5299,4.012,2026-06-28 08:29:57.163683
50872,5.267836,288,8727,3.884,2026-06-28 08:29:57.163683
508,5.266848,289,19489,3.815,2026-06-28 08:29:57.163683
914,5.266521,290,9707,3.911,2026-06-28 08:29:57.163683
480,5.266423,291,59715,3.665,2026-06-28 08:29:57.163683
1939,5.265871,292,1834,4.115,2026-06-28 08:29:57.163683
1303,5.265296,293,3607,4.040,2026-06-28 08:29:57.163683
3083,5.265216,294,4332,4.012,2026-06-28 08:29:57.163683
1211,5.264809,295,3654,4.025,2026-06-28 08:29:57.163683
3629,5.264314,296,2032,4.088,2026-06-28 08:29:57.163683
3681,5.264153,297,4638,3.973,2026-06-28 08:29:57.163683
2726,5.264068,298,2100,4.096,2026-06-28 08:29:57.163683
515,5.262824,299,10661,3.905,2026-06-28 08:29:57.163683
1625,5.262505,300,15373,3.837,2026-06-28 08:29:57.163683
55247,5.260309,301,4945,3.966,2026-06-28 08:29:57.163683
28,5.259671,302,3154,4.058,2026-06-28 08:29:57.163683
2951,5.258718,303,6591,3.935,2026-06-28 08:29:57.163683
56782,5.258654,304,5233,3.946,2026-06-28 08:29:57.163683
5147,5.258291,305,1646,4.106,2026-06-28 08:29:57.163683
49272,5.258170,306,12311,3.850,2026-06-28 08:29:57.163683
1220,5.257894,307,19824,3.805,2026-06-28 08:29:57.163683
920,5.257251,308,14396,3.822,2026-06-28 08:29:57.163683
7090,5.256943,309,7267,3.924,2026-06-28 08:29:57.163683
2788,5.256893,310,5816,3.989,2026-06-28 08:29:57.163683
1227,5.256629,311,4288,3.950,2026-06-28 08:29:57.163683
48774,5.255674,312,8969,3.895,2026-06-28 08:29:57.163683
3160,5.252984,313,11684,3.858,2026-06-28 08:29:57.163683
109487,5.252537,314,1739,4.024,2026-06-28 08:29:57.163683
2313,5.252167,315,6813,3.920,2026-06-28 08:29:57.163683
2973,5.251755,316,3946,4.023,2026-06-28 08:29:57.163683
2716,5.248477,317,29381,3.747,2026-06-28 08:29:57.163683
3088,5.247468,318,3471,4.022,2026-06-28 08:29:57.163683
16,5.247152,319,17394,3.787,2026-06-28 08:29:57.163683
88125,5.246740,320,3983,3.951,2026-06-28 08:29:57.163683
74458,5.246526,321,5930,3.904,2026-06-28 08:29:57.163683
3095,5.246346,322,3674,4.007,2026-06-28 08:29:57.163683
2208,5.245449,323,2196,4.087,2026-06-28 08:29:57.163683
8665,5.245266,324,13435,3.847,2026-06-28 08:29:57.163683
1784,5.245129,325,21684,3.792,2026-06-28 08:29:57.163683
2395,5.243354,326,13780,3.853,2026-06-28 08:29:57.163683
1084,5.243072,327,9533,3.886,2026-06-28 08:29:57.163683
1300,5.242477,328,3591,4.029,2026-06-28 08:29:57.163683
2791,5.242473,329,18866,3.798,2026-06-28 08:29:57.163683
6669,5.242136,330,1118,4.124,2026-06-28 08:29:57.163683
30707,5.241801,331,9159,3.871,2026-06-28 08:29:57.163683
678,5.241201,332,2677,4.093,2026-06-28 08:29:57.163683
2268,5.239880,333,15211,3.812,2026-06-28 08:29:57.163683
3469,5.239158,334,1938,4.090,2026-06-28 08:29:57.163683
588,5.237447,335,41842,3.681,2026-06-28 08:29:57.163683
3481,5.236968,336,15887,3.838,2026-06-28 08:29:57.163683
3198,5.236368,337,4483,3.966,2026-06-28 08:29:57.163683
3671,5.234469,338,10519,3.876,2026-06-28 08:29:57.163683
4034,5.233948,339,16379,3.827,2026-06-28 08:29:57.163683
6711,5.233884,340,15739,3.813,2026-06-28 08:29:57.163683
2067,5.233675,341,5685,3.940,2026-06-28 08:29:57.163683
49530,5.232464,342,6878,3.880,2026-06-28 08:29:57.163683
555,5.231901,343,15360,3.808,2026-06-28 08:29:57.163683
2351,5.231594,344,1152,4.139,2026-06-28 08:29:57.163683
3983,5.230688,345,2903,4.055,2026-06-28 08:29:57.163683
1253,5.230375,346,6259,3.935,2026-06-28 08:29:57.163683
3819,5.229390,347,1746,4.082,2026-06-28 08:29:57.163683
1527,5.229052,348,27660,3.714,2026-06-28 08:29:57.163683
4144,5.228539,349,2096,4.026,2026-06-28 08:29:57.163683
290,5.228372,350,4042,3.995,2026-06-28 08:29:57.163683
1274,5.227668,351,8324,3.863,2026-06-28 08:29:57.163683
70286,5.226824,352,8038,3.872,2026-06-28 08:29:57.163683
2336,5.226812,353,9009,3.895,2026-06-28 08:29:57.163683
965,5.226289,354,3624,4.003,2026-06-28 08:29:57.163683
599,5.225551,355,3174,4.005,2026-06-28 08:29:57.163683
7147,5.225544,356,12719,3.822,2026-06-28 08:29:57.163683
1296,5.222623,357,6556,3.938,2026-06-28 08:29:57.163683
2935,5.222091,358,1398,4.130,2026-06-28 08:29:57.163683
61240,5.219775,359,3040,4.011,2026-06-28 08:29:57.163683
1035,5.219299,360,14049,3.804,2026-06-28 08:29:57.163683
2905,5.219079,361,1209,4.117,2026-06-28 08:29:57.163683
1249,5.217170,362,9227,3.883,2026-06-28 08:29:57.163683
902,5.217014,363,9499,3.854,2026-06-28 08:29:57.163683
3359,5.216976,364,3174,4.021,2026-06-28 08:29:57.163683
3035,5.216036,365,2522,4.052,2026-06-28 08:29:57.163683
3037,5.215823,366,4033,3.980,2026-06-28 08:29:57.163683
5878,5.214092,367,3398,3.995,2026-06-28 08:29:57.163683
7327,5.213387,368,1098,4.110,2026-06-28 08:29:57.163683
2501,5.212545,369,7378,3.885,2026-06-28 08:29:57.163683
1653,5.211243,370,18573,3.767,2026-06-28 08:29:57.163683
595,5.210536,371,35138,3.673,2026-06-28 08:29:57.163683
6870,5.209119,372,8467,3.852,2026-06-28 08:29:57.163683
1719,5.208967,373,3756,4.004,2026-06-28 08:29:57.163683
1273,5.208881,374,2645,4.031,2026-06-28 08:29:57.163683
2761,5.208623,375,8407,3.848,2026-06-28 08:29:57.163683
2020,5.208362,376,7710,3.890,2026-06-28 08:29:57.163683
7256,5.207701,377,2123,4.048,2026-06-28 08:29:57.163683
1449,5.207605,378,5957,3.943,2026-06-28 08:29:57.163683
56367,5.207493,379,10668,3.851,2026-06-28 08:29:57.163683
3741,5.207347,380,2140,4.045,2026-06-28 08:29:57.163683
2248,5.207269,381,9082,3.873,2026-06-28 08:29:57.163683
945,5.207037,382,2120,4.058,2026-06-28 08:29:57.163683
51255,5.206933,383,7659,3.866,2026-06-28 08:29:57.163683
1287,5.206243,384,9106,3.832,2026-06-28 08:29:57.163683
3801,5.206118,385,1702,4.061,2026-06-28 08:29:57.163683
326,5.205845,386,1333,4.081,2026-06-28 08:29:57.163683
3334,5.204617,387,2817,4.013,2026-06-28 08:29:57.163683
1674,5.204564,388,11164,3.849,2026-06-28 08:29:57.163683
33166,5.204026,389,8967,3.865,2026-06-28 08:29:57.163683
2300,5.203969,390,6461,3.918,2026-06-28 08:29:57.163683
551,5.202900,391,20509,3.732,2026-06-28 08:29:57.163683
109374,5.202866,392,2230,3.992,2026-06-28 08:29:57.163683
2066,5.202587,393,1082,4.119,2026-06-28 08:29:57.163683
2920,5.201825,394,1048,4.117,2026-06-28 08:29:57.163683
1073,5.200826,395,28335,3.710,2026-06-28 08:29:57.163683
4327,5.200819,396,3875,3.935,2026-06-28 08:29:57.163683
529,5.200589,397,10952,3.851,2026-06-28 08:29:57.163683
1361,5.199811,398,1591,4.083,2026-06-28 08:29:57.163683
8228,5.199535,399,2606,4.058,2026-06-28 08:29:57.163683
947,5.198636,400,1739,4.068,2026-06-28 08:29:57.163683
7669,5.198582,401,1734,4.016,2026-06-28 08:29:57.163683
44665,5.198097,402,5853,3.896,2026-06-28 08:29:57.163683
2291,5.198053,403,21394,3.727,2026-06-28 08:29:57.163683
161,5.197362,404,23628,3.744,2026-06-28 08:29:57.163683
3471,5.196188,405,14155,3.785,2026-06-28 08:29:57.163683
4848,5.195881,406,9307,3.819,2026-06-28 08:29:57.163683
337,5.195509,407,17881,3.756,2026-06-28 08:29:57.163683
2966,5.194649,408,3691,3.955,2026-06-28 08:29:57.163683
8368,5.194465,409,13157,3.752,2026-06-28 08:29:57.163683
44199,5.193721,410,5552,3.898,2026-06-28 08:29:57.163683
3152,5.193421,411,2732,3.995,2026-06-28 08:29:57.163683
308,5.193208,412,5170,3.913,2026-06-28 08:29:57.163683
2064,5.192720,413,7371,3.900,2026-06-28 08:29:57.163683
1357,5.192006,414,8043,3.873,2026-06-28 08:29:57.163683
906,5.191233,415,2057,4.034,2026-06-28 08:29:57.163683
2076,5.190784,416,8875,3.831,2026-06-28 08:29:57.163683
7013,5.190591,417,1425,4.066,2026-06-28 08:29:57.163683
1060,5.190190,418,9846,3.858,2026-06-28 08:29:57.163683
2819,5.189658,419,3440,3.969,2026-06-28 08:29:57.163683
1232,5.189636,420,1663,4.022,2026-06-28 08:29:57.163683
4427,5.188197,421,1633,4.050,2026-06-28 08:29:57.163683
5902,5.188175,422,9383,3.845,2026-06-28 08:29:57.163683
733,5.188174,423,31353,3.680,2026-06-28 08:29:57.163683
5225,5.187935,424,4895,3.910,2026-06-28 08:29:57.163683
2686,5.185600,425,5834,3.906,2026-06-28 08:29:57.163683
